Datetime,PJME_MW,log_electric_consumption,day_ofyr,roll_mean
2002-01-15,749371.0,13.526989466968185,15,13.524695826137455
2002-01-16,768234.0,13.551849653222,16,13.5237758034955
2002-01-17,765151.0,13.54782847895161,17,13.517293763715108
2002-01-18,769035.0,13.552891761106162,18,13.5127346161585
2002-01-19,766232.0,13.549240274928907,19,13.508161038568076
2002-01-20,707590.0,13.469620108889782,20,13.506033911956465
2002-01-21,778438.0,13.565044626750755,21,13.503942385991067
2002-01-22,756951.0,13.537053801130373,22,13.503107537783894
2002-01-23,755864.0,13.535616744798878,23,13.503716855373233
2002-01-24,734778.0,13.507323691755133,24,13.502854137348018
2002-01-25,724412.0,13.493115570287653,25,13.50369918865069
2002-01-26,673840.0,13.420747972989245,26,13.50356289804608
2002-01-27,639494.0,13.368432517627074,27,13.50261776563532
2002-01-28,707708.0,13.469786858224937,28,13.5009694541811
2002-01-29,696677.0,13.454077167698768,29,13.500127337004205
2002-01-30,685796.0,13.43833548638969,30,13.502004280712438
2002-01-31,729020.0,13.499456445456717,31,13.501954503010628
2002-02-01,711909.0,13.475705373237084,32,13.503375790507302
2002-02-02,687530.0,13.440860743934461,33,13.502951508619402
2002-02-03,686370.0,13.439172119907035,34,13.496769803044545
2002-02-04,781528.0,13.56900625673671,35,13.49347310363471
2002-02-05,838901.0,13.639847980870867,36,13.49177534574863
2002-02-06,791281.0,13.581408430188073,37,13.491338088670727
2002-02-07,773402.0,13.558554244135957,38,13.489211989479056
2002-02-08,739912.0,13.514286539190019,39,13.486722233286299
2002-02-09,665362.0,13.408086532429598,40,13.485360491069502
2002-02-10,642901.0,13.373746025580427,41,13.484758116735536
2002-02-11,740796.0,13.515480562731494,42,13.485274916146052
2002-02-12,789807.0,13.579543890798702,43,13.4857945874608
2002-02-13,767164.0,13.550455877571364,44,13.486151084712402
2002-02-14,796215.0,13.58762452885846,45,13.489530648765015
2002-02-15,759953.0,13.541011868244949,46,13.492228299232867
2002-02-16,644450.0,13.376152518832926,47,13.49441629475402
2002-02-17,645198.0,13.377312525414375,48,13.494222845133795
2002-02-18,742299.0,13.517507405940512,49,13.490328545632215
2002-02-19,747740.0,13.524810602949074,50,13.489985262669393
2002-02-20,712180.0,13.47608596743207,51,13.489055831286317
2002-02-21,685299.0,13.437610518357909,52,13.48704512986862
2002-02-22,697311.0,13.454986788217331,53,13.483612294124748
2002-02-23,662570.0,13.403881491638208,54,13.48063243614365
2002-02-24,648815.0,13.382902901121511,55,13.47725343590143
2002-02-25,718081.0,13.484337655037885,56,13.475854427097028
2002-02-26,703666.0,13.464059090743614,57,13.476224973946882
2002-02-27,753861.0,13.532963279862892,58,13.47389734675507
2002-02-28,786219.0,13.574990658556539,59,13.47200085675747
2002-03-01,756887.0,13.536969247829376,60,13.46691804957585
2002-03-02,683816.0,13.43544415456817,61,13.462204248203264
2002-03-03,615464.0,13.330131733862789,62,13.459455821362628
2002-03-04,774052.0,13.55939433377769,63,13.459596585568663
2002-03-05,817351.0,13.613823902144684,64,13.459658693623462
2002-03-06,747963.0,13.525108790492528,65,13.458280063190259
2002-03-07,702524.0,13.46243484330754,66,13.459773687004494
2002-03-08,680682.0,13.430850515719289,67,13.461100640083492
2002-03-09,605297.0,13.31347452564744,68,13.465379496404056
2002-03-10,618204.0,13.33457377905715,69,13.467150097600703
2002-03-11,748522.0,13.52585587452745,70,13.466022719162153
2002-03-12,739974.0,13.514370329427964,71,13.465448908654086
2002-03-13,727489.0,13.497354157638558,72,13.467257754382333
2002-03-14,690593.0,13.445305927773134,73,13.465325826782264
2002-03-15,665987.0,13.409025429812498,74,13.461578084757623
2002-03-16,596716.0,13.29919656729514,75,13.455405844728627
2002-03-17,647746.0,13.381253923183367,76,13.449428420398723
2002-03-18,743591.0,13.519246431474846,77,13.445541303319159
2002-03-19,719426.0,13.486208950819384,78,13.439875195644097
2002-03-20,742596.0,13.517907434230674,79,13.433702251233681
2002-03-21,711240.0,13.474765204569884,80,13.430376104873073
2002-03-22,786065.0,13.574794765193136,81,13.430453141614972
2002-03-23,696246.0,13.453458325144291,82,13.432390343190319
2002-03-24,628654.0,13.351336304842093,83,13.435822068467749
2002-03-25,706636.0,13.468270960812028,84,13.435286404527378
2002-03-26,740223.0,13.514706771134506,85,13.432553822003541
2002-03-27,714165.0,13.478869307060952,86,13.429605374200017
2002-03-28,707897.0,13.470053881866594,87,13.42643597290621
2002-03-29,636759.0,13.364146527017434,88,13.425474266071252
2002-03-30,578432.0,13.268076273330896,89,13.42585511851026
2002-03-31,551994.0,13.221292455634941,90,13.42607154244707
2002-04-01,660494.0,13.400743318876005,91,13.422157310047092
2002-04-02,687613.0,13.440981458653004,92,13.420372169396682
2002-04-03,681449.0,13.431976692395487,93,13.423979034965573
2002-04-04,704041.0,13.464591872080739,94,13.429598340539377
2002-04-05,718623.0,13.485092159829007,95,13.436927461737076
2002-04-06,666345.0,13.409562833415528,96,13.4380292016556
2002-04-07,609001.0,13.31957518872681,97,13.435764905239234
2002-04-08,693387.0,13.449343563860022,98,13.432865224634998
2002-04-09,681338.0,13.431813790929235,99,13.431352049841317
2002-04-10,665711.0,13.408610921412018,100,13.42860549074591
2002-04-11,672245.0,13.418378136394265,101,13.427159208273014
2002-04-12,673127.0,13.419689298104718,102,13.426354905801501
2002-04-13,600343.0,13.30525643752581,103,13.428273840742701
2002-04-14,580506.0,13.27165541598398,104,13.42917771166828
2002-04-15,707337.0,13.469262493263399,105,13.431151728005647
2002-04-16,795878.0,13.587201186748377,106,13.431391434395405
2002-04-17,869130.0,13.675247990297184,107,13.430924208027283
2002-04-18,873253.0,13.679980598105491,108,13.430281369382655
2002-04-19,810692.0,13.605643482911814,109,13.429666513811174
2002-04-20,653474.0,13.390058025486002,110,13.426658272579088
2002-04-21,579630.0,13.270145247923539,111,13.422443916230858
2002-04-22,677322.0,13.425902066588948,112,13.419858289346895
2002-04-23,685431.0,13.437803116463163,113,13.418611636765652
2002-04-24,685822.0,13.438373397819845,114,13.420143958720075
2002-04-25,692133.0,13.447533412664212,115,13.422560400693174
2002-04-26,671908.0,13.41787670537107,116,13.423112195126185
2002-04-27,593258.0,13.29338465924712,117,13.423703843308912
2002-04-28,583363.0,13.276564913081264,118,13.423080696323769
2002-04-29,664942.0,13.407455097789164,119,13.423323743347822
2002-04-30,678676.0,13.427899120345673,120,13.423733542801939
2002-05-01,669293.0,13.413977210345859,121,13.417632407967812
2002-05-02,692024.0,13.447375916079322,122,13.40845136490135
2002-05-03,660572.0,13.400861405330566,123,13.400087240368036
2002-05-04,592177.0,13.291560855665077,124,13.395499129871984
2002-05-05,566469.0,13.247177635975843,125,13.392573804948894
2002-05-06,669601.0,13.4144372915852,126,13.392192719447129
2002-05-07,711207.0,13.47471880565308,127,13.391587086492573
2002-05-08,712312.0,13.476271296658737,128,13.391237581974966
2002-05-09,682712.0,13.433828380518628,129,13.390915349722617
2002-05-10,684371.0,13.436255447221063,130,13.390465097034774
2002-05-11,589959.0,13.28780832194183,131,13.392341682539561
